Entity1_id	Entity1_name	Entity1_type	Entity2_id	Entity2_name	Entity2_type	Evidence	Association	PK	PD	PMIDs	Entity1_id_orig
P35503	UGT1A3	Gene	PA451257	risperidone	Chemical	ClinicalAnnotation	associated		PD		PA37178
P35503	UGT1A3	Gene	PA451363	simvastatin	Chemical	Pathway	associated				PA37178
P35503	UGT1A3	Gene	PA451846	valproic acid	Chemical	ClinicalAnnotation,VariantAnnotation	associated	PK		28763744	PA37178
P35503	UGT1A3	Gene	PA451899	vitamin d and analogues	Chemical	Literature,MultilinkAnnotation	associated			24641623	PA37178
P46663	BDKRB1	Gene	PA450877	perindopril	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	20712529	PA79
P54619	PRKAG1	Gene	PA450395	metformin	Chemical	Pathway	associated			22722338	PA33751
P39905	GDNF	Gene	PA450801	paroxetine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	24577123	PA28644
Q14542	SLC29A2	Gene	PA449748	gemcitabine	Chemical	Pathway	associated			25162786	PA191
P11172	UMPS	Gene	PA450198	leucovorin	Chemical	ClinicalAnnotation,VariantAnnotation	associated	PK	PD	16818689;20647221	PA363
P11172	UMPS	Gene	PA452620	tegafur	Chemical	ClinicalAnnotation,VariantAnnotation	associated	PK	PD	16818689;20647221	PA363
Q8WWY3	PRPF31	Gene	PA450395	metformin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	29650774	PA33814
Q8NBP7	PCSK9	Gene	PA133950441	hmg coa reductase inhibitors	Chemical	VariantAnnotation	associated		PD		PA38617
Q8NBP7	PCSK9	Gene	PA166114922	lomitapide	Chemical	LabelAnnotation	associated				PA38617
Q5THJ4	VPS13D	Gene	PA448771	capecitabine	Chemical	VariantAnnotation	associated		PD		PA134970144
Q92820	GGH	Gene	PA10810	pemetrexed	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	24732178;25823786	PA432
Q92820	GGH	Gene	PA130232992	bevacizumab	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA432
Q92820	GGH	Gene	PA450464	methylphenidate	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	29382897	PA432
P09488	GSTM1	Gene	PA130620651	anthracyclines and related substances	Chemical	VariantAnnotation	associated		PD	27785604	PA182
P09488	GSTM1	Gene	PA150481189	taxanes	Chemical	VariantAnnotation	associated		PD	27785604	PA182
P09488	GSTM1	Gene	PA164713176	Platinum compounds	Chemical	VariantAnnotation	associated		PD	26803611	PA182
P09488	GSTM1	Gene	PA166122986	radiotherapy	Chemical	VariantAnnotation	associated		PD		PA182
P09488	GSTM1	Gene	PA448515	azathioprine	Chemical	VariantAnnotation	associated	PK	PD	23787247	PA182
P09488	GSTM1	Gene	PA448645	bleomycin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	23323945	PA182
P09488	GSTM1	Gene	PA448691	busulfan	Chemical	ClinicalAnnotation,Pathway,VariantAnnotation	associated	PK	PD	23677058	PA182
P09488	GSTM1	Gene	PA449061	clozapine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	27168101	PA182
P09488	GSTM1	Gene	PA449165	cyclophosphamide	Chemical	VariantAnnotation	associated		PD	27785604	PA182
P09488	GSTM1	Gene	PA449177	cytarabine	Chemical	VariantAnnotation	associated		PD		PA182
P09488	GSTM1	Gene	PA449197	dacarbazine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	23323945	PA182
P09488	GSTM1	Gene	PA449412	doxorubicin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	23323945	PA182
P09488	GSTM1	Gene	PA449552	etoposide	Chemical	VariantAnnotation	associated		PD		PA182
P09488	GSTM1	Gene	PA450761	paclitaxel	Chemical	VariantAnnotation	associated		PD	26803611	PA182
P09488	GSTM1	Gene	PA451544	sulfamethoxazole	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	11191886	PA182
P09488	GSTM1	Gene	PA451788	trimethoprim	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	11191886	PA182
P09488	GSTM1	Gene	PA451877	vinblastine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	23323945	PA182
Q9Y5N1	HRH3	Gene	PA451257	risperidone	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	21652606	PA29458
Q86UR5	RIMS1	Gene	PA451201	quetiapine	Chemical	VariantAnnotation	associated		PD		PA38220
P49789	FHIT	Gene	PA450037	interferon beta-1a	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	27001119	PA28140
P49789	FHIT	Gene	PA450039	interferon beta-1b	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	27001119	PA28140
P49789	FHIT	Gene	PA452229	antidepressants	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA28140
P09210	GSTA2	Gene	PA449212	daunorubicin	Chemical	VariantAnnotation	associated		PD	26230641	PA29017
P09210	GSTA2	Gene	PA449412	doxorubicin	Chemical	VariantAnnotation	associated		PD	26230641	PA29017
Q99623	PHB2	Gene	PA164712563	Bisphosphonates	Chemical	VariantAnnotation	associated		PD		PA142671181
P21817	RYR1	Gene	PA133950441	hmg coa reductase inhibitors	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	21795085	PA34896
P21817	RYR1	Gene	PA164712582	calcium	Chemical	VariantAnnotation	associated			11063719	PA34896
P21817	RYR1	Gene	PA164749136	desflurane	Chemical	ClinicalAnnotation,GuidelineAnnotation,LabelAnnotation,VariantAnnotation	associated		PD	10352931;10484775;10612851;10700782;10793526;10823104;10888602;11063719;11448278;11493496;11525881;11553045;11575529;11668625;11928716;12059893;12123492;12124989;12151923;12208234;12220451;12237752;12411786;12411788;12434264;12709367;12883402;1354642;14500992;14641996;1510267;15108991;15210166;15448513;15731587;16163667;16244001;16284304;16621918;16732084;16732128;16835904;16917943;17081152;17122579;17226826;17483490;17667581;17710899;1774074;18212565;18306019;18502356;18564801;18945287;19020143;19191329;19191333;19346234;19648156;19685112;19919814;20681998;21282829;21455645;21965348;22030266;22415532;23628358;23736090;24361844;25086907;25256590;25268394;25466363;25611019;25735680;25960145;25989378;26381711;26951757;26994242;27382027;27663056;27918309;28063098;28326467;28403410;29101530;29608462;7547049;7586638;7633940;7751854;7829078;7889656;8012359;8220422;8220423;8602662;8828983;8902717;9066328;9334205;9389851;9450902;9520251;9543323	PA34896
P21817	RYR1	Gene	PA164754992	rocuronium	Chemical	VariantAnnotation	associated		PD	27918309	PA34896
P21817	RYR1	Gene	PA166131630	volatile anesthetics	Chemical	ClinicalAnnotation,VariantAnnotation,VipGene	associated		PD	10625004; 11725865; 12124989; 12411786; 12467748; 12761368; 15299003; 15537710; 16917943; 17182726; 18313359; 19018722; 19648156; 19807743; 20301325; 20837722; 20888934; 23069638; 23223104; 23628358; 24291096; 25424378; 25989378; 26031886; 26068069; 3177917; 9037193; 9873004;10360872;12059893;15731587;16163667;16244001;19346234;19648156;21455645;21965348;22415532;25268394;25735680;25960145;26951757;27382027;27663056;28326467;28403410;7547049	PA34896
P21817	RYR1	Gene	PA166176123	ryanodine	Chemical	VariantAnnotation	associated				PA34896
P21817	RYR1	Gene	PA448500	atorvastatin	Chemical	VariantAnnotation	associated		PD	30325262	PA34896
P21817	RYR1	Gene	PA449208	dantrolene	Chemical	VipGene	associated				PA34896
P21817	RYR1	Gene	PA449461	enflurane	Chemical	ClinicalAnnotation,GuidelineAnnotation,LabelAnnotation,VariantAnnotation	associated		PD	10352931;10484775;10612851;10700782;10793526;10823104;10888602;11063719;11448278;11493496;11525881;11553045;11575529;11668625;11928716;12059893;12123492;12124989;12151923;12208234;12220451;12237752;12411786;12411788;12434264;12709367;12883402;1354642;14500992;14641996;1510267;15108991;15210166;15448513;15731587;16163667;16244001;16284304;16621918;16732084;16732128;16835904;16917943;17081152;17122579;17226826;17483490;17667581;17710899;1774074;18212565;18306019;18502356;18564801;18945287;19020143;19191329;19191333;19346234;19648156;19685112;19919814;20681998;21282829;21455645;21965348;22030266;22415532;23628358;23736090;24361844;25086907;25256590;25268394;25466363;25611019;25735680;25960145;25989378;26381711;26951757;26994242;27382027;27663056;27918309;28063098;28326467;28403410;29101530;29608462;7547049;7586638;7633940;7751854;7829078;7889656;8012359;8220422;8220423;8602662;8828983;8902717;9066328;9334205;9389851;9450902;9520251;9543323	PA34896
P21817	RYR1	Gene	PA449841	haloperidol	Chemical	MultilinkAnnotation	associated			27023437	PA34896
P21817	RYR1	Gene	PA449845	halothane	Chemical	ClinicalAnnotation,GuidelineAnnotation,VariantAnnotation	associated		PD	10352931;10484775;10612851;10700782;10793526;10823104;10888602;11063719;11448278;11493496;11525881;11553045;11575529;11668625;11928716;12059893;12123492;12124989;12151923;12208234;12220451;12237752;12411786;12411788;12434264;12709367;12883402;1354642;14500992;14641996;1510267;15108991;15210166;15448513;15731587;16163667;16244001;16284304;16621918;16732084;16732128;16835904;16917943;17081152;17122579;17226826;17483490;17667581;17710899;1774074;18212565;18306019;18502356;18564801;18945287;19020143;19191329;19191333;19346234;19648156;19685112;19919814;20681998;21282829;21455645;21965348;22030266;22415532;23628358;23736090;24361844;25086907;25256590;25268394;25466363;25611019;25735680;25960145;25989378;26381711;26951757;26994242;27382027;27663056;27918309;28063098;28326467;28403410;29101530;29608462;7547049;7586638;7633940;7751854;7829078;7889656;8012359;8220422;8220423;8602662;8828983;8902717;9066328;9334205;9389851;9450902;9520251;9543323	PA34896
P21817	RYR1	Gene	PA450434	methoxyflurane	Chemical	ClinicalAnnotation,GuidelineAnnotation,VariantAnnotation	associated		PD	10352931;10484775;10612851;10700782;10793526;10823104;10888602;11063719;11448278;11493496;11525881;11553045;11575529;11668625;11928716;12059893;12123492;12124989;12151923;12208234;12220451;12237752;12411786;12411788;12434264;12709367;12883402;1354642;14500992;14641996;1510267;15108991;15210166;15448513;15731587;16163667;16244001;16284304;16621918;16732084;16732128;16835904;16917943;17081152;17122579;17226826;17483490;17667581;17710899;1774074;18212565;18306019;18502356;18564801;18945287;19020143;19191329;19191333;19346234;19648156;19685112;19919814;20681998;21282829;21455645;21965348;22030266;22415532;23628358;23736090;24361844;25086907;25256590;25268394;25466363;25611019;25735680;25960145;25989378;26381711;26951757;26994242;27382027;27663056;27918309;28063098;28326467;28403410;29101530;29608462;7547049;7586638;7633940;7751854;7829078;7889656;8012359;8220422;8220423;8602662;8828983;8902717;9066328;9334205;9389851;9450902;9520251;9543323	PA34896
P21817	RYR1	Gene	PA451363	simvastatin	Chemical	VariantAnnotation	associated		PD	30325262	PA34896
P21817	RYR1	Gene	PA451522	succinylcholine	Chemical	ClinicalAnnotation,GuidelineAnnotation,LabelAnnotation,Literature,VariantAnnotation,VipGene	associated		PD	10625004; 11725865; 12124989; 12411786; 12467748; 12761368; 15299003; 15537710; 16917943; 17182726; 18313359; 19018722; 19648156; 19807743; 20301325; 20837722; 20888934; 23069638; 23223104; 23628358; 24291096; 25424378; 25989378; 26031886; 26068069; 3177917; 9037193; 9873004;10352931;10360872;10484775;10612851;10700782;10793526;10823104;10888602;11063719;11448278;11493496;11525881;11553045;11575529;11668625;11928716;12059893;12123492;12124989;12151923;12208234;12220451;12237752;12411786;12411788;12434264;12709367;12883402;1354642;14500992;14641996;1510267;15108991;15210166;15448513;15731587;16163667;16244001;16284304;16621918;16732084;16732128;16835904;16917943;17081152;17122579;17226826;17483490;17667581;17710899;1774074;18212565;18306019;18502356;18564801;18945287;19020143;19191329;19191333;19346234;19648156;19685112;19919814;20681998;21282829;21455645;21965348;22030266;22415532;23628358;23736090;24361844;25086907;25256590;25268394;25466363;25611019;25735680;25960145;25989378;26381711;26951757;26994242;27382027;27663056;27918309;28063098;28326467;28403410;29101530;29608462;7547049;7586638;7633940;7751854;7829078;7889656;8012359;8220422;8220423;8602662;8828983;8902717;9066328;9334205;9389851;9450902;9520251;9543323	PA34896
P62079	TSPAN5	Gene	PA166152901	serotonin	Chemical	VariantAnnotation	associated				PA134864098
Q6P597	KLC3	Gene	PA128406956	fluorouracil	Chemical	VariantAnnotation	associated		PD	21449681	PA142671588
Q6P597	KLC3	Gene	PA131285527	oxaliplatin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	19434073;21449681;22026922;22188361;27636246;29662106	PA142671588
Q6P597	KLC3	Gene	PA150595617	platinum	Chemical	ClinicalAnnotation	associated		PD	19434073;21449681;22026922;22188361;29662106	PA142671588
Q6P597	KLC3	Gene	PA164713176	Platinum compounds	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	19434073;21449681;22026922;22188361;29662106	PA142671588
Q6P597	KLC3	Gene	PA449412	doxorubicin	Chemical	VariantAnnotation	associated		PD		PA142671588
Q6P597	KLC3	Gene	PA449748	gemcitabine	Chemical	ClinicalAnnotation	associated		PD		PA142671588
Q6P597	KLC3	Gene	PA449964	ifosfamide	Chemical	VariantAnnotation	associated		PD		PA142671588
Q6P597	KLC3	Gene	PA450428	methotrexate	Chemical	VariantAnnotation	associated		PD		PA142671588
P28335	HTR2C	Gene	PA10074	escitalopram	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	21614492	PA194
P28335	HTR2C	Gene	PA161199368	iloperidone	Chemical	VariantAnnotation	associated			21121776	PA194
Q9Y2T1	AXIN2	Gene	PA164713176	Platinum compounds	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	24980784	PA25196
P30273	FCER1G	Gene	PA448497	aspirin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	18534082;18595682	PA28057
O94887	FARP2	Gene	PA450464	methylphenidate	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	29382897	PA134873245
P41159	LEP	Gene	PA449167	cyclosporine	Chemical	VariantAnnotation	associated		PD	26282401	PA228
P41159	LEP	Gene	PA451578	tacrolimus	Chemical	VariantAnnotation	associated		PD	26282401	PA228
P17752	TPH1	Gene	PA164713257	Selective serotonin reuptake inhibitors	Chemical	Literature,MultilinkAnnotation	associated			24930681	PA355
P17752	TPH1	Gene	PA450243	lithium	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	21047205	PA355
Q9Y6M1	IGF2BP2	Gene	PA128406956	fluorouracil	Chemical	VariantAnnotation	associated		PD	26115082	PA128394577
Q9Y6M1	IGF2BP2	Gene	PA131285527	oxaliplatin	Chemical	VariantAnnotation	associated		PD	26115082	PA128394577
Q9Y6M1	IGF2BP2	Gene	PA449476	epirubicin	Chemical	VariantAnnotation	associated		PD	26115082	PA128394577
Q9Y6M1	IGF2BP2	Gene	PA451234	repaglinide	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA128394577
P49888	SULT1E1	Gene	PA448015	acetaminophen	Chemical	Literature,MultilinkAnnotation,Pathway	associated			23462933;26049587	PA340
O95342	ABCB11	Gene	PA133950441	hmg coa reductase inhibitors	Chemical	Pathway	associated				PA374
O95342	ABCB11	Gene	PA134308647	rosuvastatin	Chemical	Pathway,VariantAnnotation	associated	PK		30100615	PA374
O95342	ABCB11	Gene	PA152241907	lapatinib	Chemical	MultilinkAnnotation	associated			23556451	PA374
O95342	ABCB11	Gene	PA449212	daunorubicin	Chemical	VariantAnnotation	associated		PD	26230641	PA374
O95342	ABCB11	Gene	PA449412	doxorubicin	Chemical	VariantAnnotation	associated		PD	26230641	PA374
O95342	ABCB11	Gene	PA449782	glibenclamide	Chemical	VariantAnnotation	associated		PD	27403931	PA374
O95342	ABCB11	Gene	PA451089	pravastatin	Chemical	Pathway	associated				PA374
Q9UGC6	RGS17	Gene	PA452229	antidepressants	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA34368
P19652	ORM2	Gene	PA449383	docetaxel	Chemical	ClinicalAnnotation,VariantAnnotation	associated	PK		24619498	PA32818
Q7L5Y1	ENOSF1	Gene	PA128406956	fluorouracil	Chemical	ClinicalAnnotation	associated		PD	17549067;20714149;23263912;27001118;27995989	PA134897613
Q7L5Y1	ENOSF1	Gene	PA450428	methotrexate	Chemical	ClinicalAnnotation	associated		PD	16130010;18322994	PA134897613
O15440	ABCC5	Gene	PA128406956	fluorouracil	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	26352872	PA395
O15440	ABCC5	Gene	PA131285527	oxaliplatin	Chemical	Literature,MultilinkAnnotation	associated			24924344	PA395
O15440	ABCC5	Gene	PA449014	cisplatin	Chemical	VariantAnnotation	associated		PD	25829401	PA395
O15440	ABCC5	Gene	PA449412	doxorubicin	Chemical	VariantAnnotation	associated	PK	PD	25829401;26975227	PA395
O15440	ABCC5	Gene	PA449782	glibenclamide	Chemical	VariantAnnotation	associated		PD	27403931	PA395
O15440	ABCC5	Gene	PA450085	irinotecan	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	21892003;26352872	PA395
O15440	ABCC5	Gene	PA450198	leucovorin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	26352872	PA395
O15440	ABCC5	Gene	PA451954	zidovudine	Chemical	Pathway	associated			22960662	PA395
Q99707	MTR	Gene	PA151917012	dactinomycin	Chemical	VariantAnnotation	associated		PD	19159907	PA31272
Q99707	MTR	Gene	PA164713176	Platinum compounds	Chemical	VariantAnnotation	associated		PD	29662106	PA31272
Q99707	MTR	Gene	PA164777036	hydroxychloroquine	Chemical	VariantAnnotation	associated		PD	18322994	PA31272
Q99707	MTR	Gene	PA449165	cyclophosphamide	Chemical	VariantAnnotation	associated		PD	19159907	PA31272
Q99707	MTR	Gene	PA449412	doxorubicin	Chemical	VariantAnnotation	associated		PD	19159907	PA31272
Q99707	MTR	Gene	PA449692	folic acid	Chemical	VariantAnnotation	associated		PD	18322994	PA31272
Q99707	MTR	Gene	PA451547	sulfasalazine	Chemical	VariantAnnotation	associated		PD	18322994	PA31272
Q99707	MTR	Gene	PA451879	vincristine	Chemical	VariantAnnotation	associated		PD	19159907	PA31272
Q5EG05	CARD16	Gene	PA164784024	peginterferon alfa-2b	Chemical	VariantAnnotation	associated		PD	19749758	PA164717628
Q5EG05	CARD16	Gene	PA451241	ribavirin	Chemical	VariantAnnotation	associated		PD	19749758	PA164717628
P49798	RGS4	Gene	PA450688	olanzapine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA34375
P49798	RGS4	Gene	PA450882	perphenazine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA34375
P49798	RGS4	Gene	PA451201	quetiapine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA34375
P49798	RGS4	Gene	PA451257	risperidone	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	18204343	PA34375
P49798	RGS4	Gene	PA451974	ziprasidone	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA34375
Q9UIG8	SLCO3A1	Gene	PA163522472	darunavir	Chemical	VariantAnnotation	associated	PK		23494984	PA35837
O95819	MAP4K4	Gene	PA448432	anastrozole	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA30612
O95819	MAP4K4	Gene	PA449563	exemestane	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA30612
Q9H7B4	SMYD3	Gene	PA452233	antipsychotics	Chemical	VariantAnnotation	associated		PD	21826085	PA37972
P16410	CTLA4	Gene	PA164712462	Antiinflammatory agents, non-steroids	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	28750137	PA27006
P16410	CTLA4	Gene	PA164749390	peginterferon alfa-2a	Chemical	VariantAnnotation	associated		PD		PA27006
P16410	CTLA4	Gene	PA164784024	peginterferon alfa-2b	Chemical	VariantAnnotation	associated		PD		PA27006
P16410	CTLA4	Gene	PA449167	cyclosporine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	18021981	PA27006
P16410	CTLA4	Gene	PA450354	melphalan	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	21228734	PA27006
P16410	CTLA4	Gene	PA451100	prednisone	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	21228734	PA27006
P16410	CTLA4	Gene	PA451241	ribavirin	Chemical	VariantAnnotation	associated		PD		PA27006
Q9ULB1	NRXN1	Gene	PA10066	duloxetine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	29407288	PA31786
Q9ULB1	NRXN1	Gene	PA450626	nicotine	Chemical	VariantAnnotation	associated				PA31786
Q9ULB1	NRXN1	Gene	PA452233	antipsychotics	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA31786
P11168	SLC2A2	Gene	PA450395	metformin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA35876
Q6ZMZ3	SYNE3	Gene	PA449014	cisplatin	Chemical	VariantAnnotation	associated		PD	23478653	PA134931380
Q6ZMZ3	SYNE3	Gene	PA450085	irinotecan	Chemical	VariantAnnotation	associated		PD	23478653	PA134931380
P54868	HMGCS2	Gene	PA448953	chlorothiazide	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	29523524	PA29338
P54868	HMGCS2	Gene	PA449899	hydrochlorothiazide	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	29523524	PA29338
O00519	FAAH	Gene	PA10026	aripiprazole	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	20631561	PA27955
O00519	FAAH	Gene	PA131890620	cannabinoids	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	17290447	PA27955
O00519	FAAH	Gene	PA449061	clozapine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	20631561	PA27955
O00519	FAAH	Gene	PA449841	haloperidol	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	20631561	PA27955
O00519	FAAH	Gene	PA449957	ibuprofen	Chemical	Pathway	associated			25502615	PA27955
O00519	FAAH	Gene	PA450688	olanzapine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	20631561	PA27955
O00519	FAAH	Gene	PA451201	quetiapine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	20631561	PA27955
O00519	FAAH	Gene	PA452233	antipsychotics	Chemical	VariantAnnotation	associated		PD	27741037	PA27955
O00519	FAAH	Gene	PA452618	opioids	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA27955
P47989	XDH	Gene	PA165958521	febuxostat	Chemical	Pathway,VariantAnnotation	associated		PD	24915143;27798726	PA37404
P47989	XDH	Gene	PA448320	allopurinol	Chemical	Pathway,VariantAnnotation	associated		PD	24915143;27798726	PA37404
P47989	XDH	Gene	PA448515	azathioprine	Chemical	VariantAnnotation	associated		PD	22535280	PA37404
P47989	XDH	Gene	PA449212	daunorubicin	Chemical	VariantAnnotation	associated		PD	26230641	PA37404
P47989	XDH	Gene	PA449301	didanosine	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	23315321	PA37404
P47989	XDH	Gene	PA449412	doxorubicin	Chemical	VariantAnnotation	associated		PD	26230641	PA37404
P47989	XDH	Gene	PA450379	mercaptopurine	Chemical	VariantAnnotation	associated	PK			PA37404
P47989	XDH	Gene	PA451647	theophylline	Chemical	Pathway	associated				PA37404
P47989	XDH	Gene	PA451663	thioguanine	Chemical	VariantAnnotation	associated	PK			PA37404
Q8NFW1	COL22A1	Gene	PA448068	salbutamol	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA134914705
Q9NYM4	GPR83	Gene	PA448765	candesartan	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA28927
Q9NYM4	GPR83	Gene	PA449899	hydrochlorothiazide	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA28927
Q13398	ZNF211	Gene	PA450464	methylphenidate	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	29382897	PA37582
Q14980	NUMA1	Gene	PA10407	calcium channel blockers	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	24192120	PA31844
O75330	HMMR	Gene	PA128406956	fluorouracil	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA29340
O75330	HMMR	Gene	PA449165	cyclophosphamide	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA29340
O75330	HMMR	Gene	PA449476	epirubicin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD		PA29340
Q9HCD6	TANC2	Gene	PA10407	calcium channel blockers	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	24192120	PA142670837
P35869	AHR	Gene	PA165816878	methylcholanthrene	Chemical	VipGene	associated			17481570	PA24641
P35869	AHR	Gene	PA450688	olanzapine	Chemical	ClinicalAnnotation,VariantAnnotation	associated	PK		23492908	PA24641
P35869	AHR	Gene	PA450704	omeprazole	Chemical	VariantAnnotation	associated	PK		15860653	PA24641
Q9UBM7	DHCR7	Gene	PA166160055	cholic acid	Chemical	LabelAnnotation	associated				PA27321
Q96PU5	NEDD4L	Gene	PA151249535	diuretics	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	18591455;21052022	PA31534
Q96PU5	NEDD4L	Gene	PA164712326	Aldosterone antagonists	Chemical	VariantAnnotation	associated		PD	21052022	PA31534
Q96PU5	NEDD4L	Gene	PA164712547	Beta blocking agents, selective	Chemical	VariantAnnotation	associated		PD	21052022	PA31534
Q96PU5	NEDD4L	Gene	PA448368	amiloride	Chemical	VariantAnnotation	associated		PD	21052022	PA31534
Q96PU5	NEDD4L	Gene	PA449015	citalopram	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	23809733	PA31534
P04150	NR3C1	Gene	PA450401	methadone	Chemical	VariantAnnotation	associated			29465008	PA181
P04150	NR3C1	Gene	PA451100	prednisone	Chemical	VariantAnnotation	associated		PD	29207898	PA181
P04150	NR3C1	Gene	PA452229	antidepressants	Chemical	VariantAnnotation	associated		PD	19365399	PA181
Q96JK9	MAML3	Gene	PA450882	perphenazine	Chemical	VariantAnnotation	associated		PD		PA134953776
Q96SI9	STRBP	Gene	PA450464	methylphenidate	Chemical	VariantAnnotation	associated		PD		PA38145
Q14192	FHL2	Gene	PA449748	gemcitabine	Chemical	MultilinkAnnotation	associated			24444404	PA164
P13500	CCL2	Gene	PA451257	risperidone	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	24495780	PA130413151
P13500	CCL2	Gene	PA452233	antipsychotics	Chemical	VariantAnnotation	associated		PD		PA130413151
P61586	RHOA	Gene	PA451089	pravastatin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	23166513	PA134865095
P61586	RHOA	Gene	PA451363	simvastatin	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	23166513	PA134865095
Q14832	GRM3	Gene	PA451257	risperidone	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	19451915;25209194	PA28992
Q14832	GRM3	Gene	PA452233	antipsychotics	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	25096017;25209194	PA28992
Q7Z5A7	FAM19A5	Gene	PA164712563	Bisphosphonates	Chemical	VariantAnnotation	associated		PD		PA134887312
Q9NR96	TLR9	Gene	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	24776844;28696418	PA38010
P02654	APOC1	Gene	PA133950441	hmg coa reductase inhibitors	Chemical	VariantAnnotation	associated		PD		PA51
P02654	APOC1	Gene	PA164712505	Antivirals for treatment of HIV infections, combinations	Chemical	VariantAnnotation	associated		PD	15809899	PA51
P02654	APOC1	Gene	PA451260	ritonavir	Chemical	VariantAnnotation	associated		PD	15809899	PA51
P02654	APOC1	Gene	PA451906	warfarin	Chemical	VariantAnnotation	associated		PD		PA51
Q9NQ66	PLCB1	Gene	PA164713257	Selective serotonin reuptake inhibitors	Chemical	ClinicalAnnotation,VariantAnnotation	associated		PD	25649181	PA33384
Q9NQ66	PLCB1	Gene	PA450085	irinotecan	Chemical	VariantAnnotation	associated		PD	22664479	PA33384
